ERGO,EPACT,PanPep,TITAN,NetTCR,NetTCR2.2,ERGO2,SCEPTR
0.5141700404858299,0.4736842105263157,0.4736842105263157,0.5141700404858299,0.5141700404858299,0.4736842105263157,0.5141700404858299,0.5060728744939271
0.6578947368421052,0.8947368421052633,0.8947368421052633,0.8157894736842105,0.9473684210526316,0.6052631578947368,0.7368421052631579,0.8499999999999999
0.569377990430622,0.4736842105263157,0.4736842105263157,0.4736842105263157,0.5215311004784688,0.4736842105263157,0.5215311004784688,0.5574162679425837
0.5864661654135338,0.6240601503759399,0.4736842105263157,0.6616541353383458,0.5112781954887218,0.5112781954887218,0.5112781954887218,0.5197368421052632
0.569377990430622,0.569377990430622,0.4736842105263157,0.6650717703349283,0.5215311004784688,0.4736842105263157,0.5215311004784688,0.5035885167464115
0.889196675900277,0.8337950138504155,0.8337950138504155,0.667590027700831,0.6952908587257618,0.6398891966759003,0.5013850415512465,0.4958448753462603
0.889196675900277,0.8614958448753463,0.8337950138504155,0.6121883656509695,0.6952908587257618,0.667590027700831,0.5013850415512465,0.4958448753462603
0.5614035087719298,0.4736842105263157,0.4736842105263157,0.4736842105263157,0.5175438596491228,0.4736842105263157,0.5175438596491228,0.5131578947368421
0.5029239766081871,0.5029239766081871,0.6198830409356725,0.5029239766081871,0.6491228070175439,0.5906432748538012,0.6783625730994152,0.797514619883041
0.7368421052631579,0.4736842105263157,0.4736842105263157,0.4736842105263157,0.5112781954887218,0.4736842105263157,0.5112781954887218,0.5197368421052632
0.7192982456140351,0.5789473684210527,0.4736842105263157,0.6491228070175439,0.5087719298245614,0.5087719298245614,0.5087719298245614,0.5105263157894737
0.5614035087719298,0.5906432748538012,0.8538011695906433,0.6783625730994152,0.7076023391812866,0.7368421052631579,0.5029239766081871,0.5087719298245614
0.5614035087719298,0.4736842105263157,0.4736842105263157,0.4736842105263157,0.5175438596491228,0.5175438596491228,0.5175438596491228,0.5427631578947368
0.5087719298245614,0.5789473684210527,0.4736842105263157,0.6491228070175439,0.5087719298245614,0.5087719298245614,0.5087719298245614,0.5105263157894737
0.5394736842105263,0.7368421052631579,0.4736842105263157,0.638157894736842,0.506578947368421,0.638157894736842,0.506578947368421,0.5394736842105263
0.868421052631579,0.8157894736842105,0.8157894736842105,0.6578947368421052,0.6842105263157895,0.8947368421052633,0.5,0.4842105263157895
0.6904024767801857,0.6904024767801857,0.4736842105263157,0.628482972136223,0.5046439628482972,0.628482972136223,0.5046439628482972,0.5232198142414861
0.6952908587257618,0.7229916897506925,0.6952908587257618,0.5844875346260388,0.6121883656509695,0.5290858725761772,0.6398891966759003,0.4958448753462603
0.628482972136223,0.7213622291021672,0.8761609907120743,0.6904024767801857,0.7213622291021672,0.628482972136223,0.5356037151702786,0.5232198142414861
0.868421052631579,0.8421052631578947,0.8157894736842105,0.6842105263157895,0.6842105263157895,0.9210526315789472,0.5263157894736842,0.4842105263157895
0.8538011695906433,0.7660818713450293,0.4736842105263157,0.6198830409356725,0.5029239766081871,0.6198830409356725,0.5029239766081871,0.5087719298245614
0.868421052631579,0.8421052631578947,0.8157894736842105,0.6578947368421052,0.6842105263157895,0.8157894736842105,0.5263157894736842,0.4842105263157895
0.5546558704453441,0.5546558704453441,0.4736842105263157,0.6761133603238867,0.5141700404858299,0.5141700404858299,0.5141700404858299,0.5303643724696356
0.638157894736842,0.8355263157894737,0.4736842105263157,0.638157894736842,0.506578947368421,0.6052631578947368,0.506578947368421,0.5024671052631579
0.6398891966759003,0.8614958448753463,0.7783933518005541,0.6121883656509695,0.6952908587257618,0.9168975069252076,0.5290858725761772,0.4833795013850415
0.4736842105263157,0.7832817337461301,0.4736842105263157,0.628482972136223,0.5046439628482972,0.628482972136223,0.5046439628482972,0.5232198142414861
0.5844875346260388,0.8614958448753463,0.7783933518005541,0.6121883656509695,0.6952908587257618,0.9445983379501384,0.5290858725761772,0.4833795013850415
0.6149584487534626,0.556786703601108,0.5041551246537396,0.7229916897506925,0.6952908587257618,0.8060941828254847,0.5290858725761772,0.4958448753462603
0.667590027700831,0.8337950138504155,0.8337950138504155,0.6398891966759003,0.6952908587257618,0.667590027700831,0.5290858725761772,0.4958448753462603
0.638157894736842,0.7697368421052632,0.4736842105263157,0.638157894736842,0.506578947368421,0.6710526315789473,0.506578947368421,0.5394736842105263
0.556786703601108,0.8614958448753463,0.7783933518005541,0.6121883656509695,0.6952908587257618,0.9168975069252076,0.5290858725761772,0.4833795013850415
0.6121883656509695,0.556786703601108,0.5041551246537396,0.667590027700831,0.6952908587257618,0.8337950138504155,0.5290858725761772,0.4958448753462603
0.868421052631579,0.868421052631579,0.8157894736842105,0.631578947368421,0.6842105263157895,0.8947368421052633,0.5263157894736842,0.4842105263157895
0.868421052631579,0.868421052631579,0.8157894736842105,0.631578947368421,0.6842105263157895,0.9210526315789472,0.5263157894736842,0.4842105263157895
0.5595567867036011,0.556786703601108,0.5041551246537396,0.7229916897506925,0.6952908587257618,0.8614958448753463,0.5290858725761772,0.4958448753462603
0.6198830409356725,0.8538011695906433,0.7953216374269005,0.6783625730994152,0.7076023391812866,0.7368421052631579,0.5321637426900585,0.4890350877192982
0.7953216374269005,0.4736842105263157,0.6783625730994152,0.5321637426900585,0.7076023391812866,0.5321637426900585,0.5321637426900585,0.5087719298245614
0.628482972136223,0.8761609907120743,0.6904024767801857,0.628482972136223,0.7213622291021672,0.5975232198142415,0.5356037151702786,0.4953560371517028
0.6052631578947368,0.8157894736842105,0.9473684210526316,0.7894736842105263,0.9473684210526316,0.6842105263157895,0.6578947368421052,0.8499999999999999
0.56656346749226,0.4736842105263157,0.6904024767801857,0.5046439628482972,0.7213622291021672,0.5356037151702786,0.5356037151702786,0.5232198142414861
0.5356037151702786,0.7213622291021672,0.8761609907120743,0.6594427244582044,0.7213622291021672,0.628482972136223,0.5356037151702786,0.5232198142414861
0.7076023391812866,0.4736842105263157,0.6783625730994152,0.5029239766081871,0.7076023391812866,0.5321637426900585,0.5321637426900585,0.5087719298245614
0.5526315789473684,0.8157894736842105,0.9473684210526316,0.8157894736842105,0.9473684210526316,0.7894736842105263,0.631578947368421,0.875
0.5723684210526316,0.5723684210526316,0.5148026315789473,0.7368421052631579,0.7368421052631579,0.6710526315789473,0.5394736842105263,0.5394736842105263
0.7953216374269005,0.4736842105263157,0.6783625730994152,0.5321637426900585,0.6198830409356725,0.5029239766081871,0.6198830409356725,0.5087719298245614
0.6398891966759003,0.7506925207756232,0.9168975069252076,0.8337950138504155,0.7506925207756232,0.667590027700831,0.667590027700831,0.868421052631579
0.7523219814241486,0.7213622291021672,0.7213622291021672,0.5975232198142415,0.628482972136223,0.5046439628482972,0.5356037151702786,0.4953560371517028
0.8830409356725146,0.5614035087719298,0.7368421052631579,0.5906432748538012,0.6198830409356725,0.5906432748538012,0.5321637426900585,0.4890350877192982
0.8337950138504155,0.5290858725761772,0.7229916897506925,0.556786703601108,0.6121883656509695,0.5013850415512465,0.5844875346260388,0.4958448753462603
0.4736842105263157,0.7523219814241486,0.7213622291021672,0.5975232198142415,0.628482972136223,0.5046439628482972,0.628482972136223,0.5232198142414861
0.5112781954887218,0.6992481203007519,0.6240601503759399,0.5864661654135338,0.6240601503759399,0.5112781954887218,0.5488721804511278,0.5
0.7076023391812866,0.6783625730994152,0.7368421052631579,0.5906432748538012,0.6198830409356725,0.5029239766081871,0.5906432748538012,0.5087719298245614
0.638157894736842,0.6052631578947368,0.7697368421052632,0.6052631578947368,0.638157894736842,0.506578947368421,0.5394736842105263,0.5024671052631579
0.7894736842105263,0.631578947368421,0.6842105263157895,0.5789473684210527,0.6052631578947368,0.5,0.5789473684210527,0.4842105263157895
0.56656346749226,0.6594427244582044,0.7523219814241486,0.5975232198142415,0.628482972136223,0.5046439628482972,0.5975232198142415,0.5232198142414861
0.8830409356725146,0.6491228070175439,0.6783625730994152,0.5614035087719298,0.5906432748538012,0.5029239766081871,0.6198830409356725,0.4890350877192982
0.7368421052631579,0.7105263157894737,0.6842105263157895,0.5789473684210527,0.6052631578947368,0.5,0.5526315789473684,0.4842105263157895
0.5112781954887218,0.5488721804511278,0.6616541353383458,0.5864661654135338,0.5864661654135338,0.4736842105263157,0.6992481203007519,0.5197368421052632
0.7832817337461301,0.628482972136223,0.7213622291021672,0.5975232198142415,0.56656346749226,0.4736842105263157,0.628482972136223,0.4953560371517028
0.9210526315789472,0.5263157894736842,0.868421052631579,0.6842105263157895,0.5526315789473684,0.4736842105263157,0.8947368421052633,0.4842105263157895
0.9071207430340558,0.4736842105263157,0.7523219814241486,0.5356037151702786,0.56656346749226,0.4736842105263157,0.5356037151702786,0.4860681114551083
0.868421052631579,0.7368421052631579,0.763157894736842,0.6842105263157895,0.6842105263157895,0.8947368421052633,0.5263157894736842,0.4842105263157895
0.611336032388664,0.4736842105263157,0.4898785425101215,0.5546558704453441,0.6356275303643725,0.5141700404858299,0.5546558704453441,0.5060728744939271
0.7523219814241486,0.6904024767801857,0.6904024767801857,0.5975232198142415,0.628482972136223,0.4736842105263157,0.5356037151702786,0.4953560371517028
0.5215311004784688,0.7607655502392344,0.5933014354066986,0.6172248803827751,0.569377990430622,0.4736842105263157,0.569377990430622,0.5215311004784688
0.8245614035087718,0.7953216374269005,0.7076023391812866,0.5614035087719298,0.5906432748538012,0.4736842105263157,0.5906432748538012,0.4890350877192982
0.7783933518005541,0.6952908587257618,0.7229916897506925,0.556786703601108,0.6121883656509695,0.4736842105263157,0.6121883656509695,0.4958448753462603
0.667590027700831,0.7229916897506925,0.9168975069252076,0.8337950138504155,0.7506925207756232,0.6952908587257618,0.667590027700831,0.868421052631579
0.6710526315789473,0.868421052631579,0.638157894736842,0.506578947368421,0.6710526315789473,0.5394736842105263,0.7039473684210527,0.814967105263158
0.7076023391812866,0.5614035087719298,0.7076023391812866,0.5614035087719298,0.6198830409356725,0.4736842105263157,0.5906432748538012,0.5087719298245614
0.5723684210526316,0.506578947368421,0.5476973684210527,0.5723684210526316,0.638157894736842,0.4736842105263157,0.5394736842105263,0.5024671052631579
0.8614958448753463,0.8614958448753463,0.8060941828254847,0.6121883656509695,0.6952908587257618,0.6121883656509695,0.5290858725761772,0.4958448753462603
0.7229916897506925,0.8060941828254847,0.9168975069252076,0.7506925207756232,0.9445983379501384,0.5290858725761772,0.667590027700831,0.8947368421052633
0.543859649122807,0.5789473684210527,0.5543859649122806,0.543859649122807,0.6140350877192983,0.5087719298245614,0.6140350877192983,0.5105263157894737
0.5805921052631579,0.5723684210526316,0.5476973684210527,0.5723684210526316,0.6052631578947368,0.4736842105263157,0.638157894736842,0.5024671052631579
0.5112781954887218,0.5864661654135338,0.5244360902255639,0.6240601503759399,0.5864661654135338,0.4736842105263157,0.5488721804511278,0.5
0.5215311004784688,0.4736842105263157,0.569377990430622,0.569377990430622,0.569377990430622,0.4736842105263157,0.569377990430622,0.5035885167464115
0.5263157894736842,0.4784688995215311,0.6076555023923444,0.583732057416268,0.631578947368421,0.4736842105263157,0.583732057416268,0.4968421052631579
0.519298245614035,0.5789473684210527,0.5543859649122806,0.6140350877192983,0.5789473684210527,0.4736842105263157,0.543859649122807,0.4868421052631579
0.6172248803827751,0.569377990430622,0.4736842105263157,0.6172248803827751,0.5215311004784688,0.4736842105263157,0.5215311004784688,0.5215311004784688
0.6491228070175439,0.6052631578947368,0.4736842105263157,0.6491228070175439,0.5175438596491228,0.4736842105263157,0.5175438596491228,0.5131578947368421
0.5864661654135338,0.5864661654135338,0.5244360902255639,0.6240601503759399,0.5864661654135338,0.4736842105263157,0.5488721804511278,0.4901315789473684
0.5419103313840156,0.5419103313840156,0.5321637426900585,0.6491228070175439,0.5906432748538012,0.4736842105263157,0.7270955165692008,0.5175438596491229
0.4736842105263157,0.4736842105263157,0.4736842105263157,0.4736842105263157,0.5141700404858299,0.5546558704453441,0.5141700404858299,0.6032388663967612
0.5263157894736842,0.4784688995215311,0.4787081339712918,0.5358851674641149,0.5311004784688995,0.4736842105263157,0.5263157894736842,0.5098684210526315
0.6052631578947368,0.4736842105263157,0.4736842105263157,0.6052631578947368,0.5546558704453441,0.4736842105263157,0.5394736842105263,0.5271381578947368
0.5951417004048583,0.4736842105263157,0.5303643724696356,0.5546558704453441,0.5951417004048583,0.4736842105263157,0.5546558704453441,0.4939271255060729
0.5951417004048583,0.4736842105263157,0.4736842105263157,0.5141700404858299,0.5141700404858299,0.5951417004048583,0.5141700404858299,0.5303643724696356
0.6596491228070176,0.5087719298245614,0.5543859649122806,0.6140350877192983,0.5789473684210527,0.4736842105263157,0.6140350877192983,0.4947368421052631
0.5789473684210527,0.4784688995215311,0.4739234449760765,0.583732057416268,0.5311004784688995,0.4736842105263157,0.5263157894736842,0.5098684210526315
0.5614035087719298,0.4736842105263157,0.4736842105263157,0.5614035087719298,0.5175438596491228,0.4736842105263157,0.5175438596491228,0.5427631578947368
0.5951417004048583,0.5546558704453441,0.4736842105263157,0.6761133603238867,0.5141700404858299,0.5141700404858299,0.5141700404858299,0.5303643724696356
0.6052631578947368,0.4736842105263157,0.4736842105263157,0.6052631578947368,0.5175438596491228,0.4736842105263157,0.5175438596491228,0.5427631578947368
0.5175438596491228,0.4736842105263157,0.4736842105263157,0.5175438596491228,0.5175438596491228,0.5175438596491228,0.5175438596491228,0.5427631578947368
0.6198830409356725,0.5614035087719298,0.4736842105263157,0.6198830409356725,0.5029239766081871,0.7953216374269005,0.5029239766081871,0.5087719298245614
0.7783933518005541,0.7783933518005541,0.4736842105263157,0.6121883656509695,0.5013850415512465,0.8337950138504155,0.5013850415512465,0.4958448753462603
0.5175438596491228,0.5614035087719298,0.4736842105263157,0.6491228070175439,0.5175438596491228,0.4736842105263157,0.5175438596491228,0.4983552631578947
0.5112781954887218,0.5488721804511278,0.4736842105263157,0.6240601503759399,0.5112781954887218,0.4736842105263157,0.5112781954887218,0.5
0.5141700404858299,0.5141700404858299,0.4736842105263157,0.5951417004048583,0.5141700404858299,0.4736842105263157,0.5141700404858299,0.5303643724696356
0.7506925207756232,0.556786703601108,0.5041551246537396,0.7229916897506925,0.6952908587257618,0.8614958448753463,0.5290858725761772,0.4958448753462603
0.5614035087719298,0.4736842105263157,0.4736842105263157,0.4736842105263157,0.5175438596491228,0.4736842105263157,0.5175438596491228,0.5427631578947368
0.5975232198142415,0.5046439628482972,0.4736842105263157,0.628482972136223,0.5046439628482972,0.4736842105263157,0.5046439628482972,0.4953560371517028
0.4736842105263157,0.5614035087719298,0.4736842105263157,0.6929824561403508,0.5175438596491228,0.5175438596491228,0.5175438596491228,0.5131578947368421
0.5046439628482972,0.5356037151702786,0.4736842105263157,0.628482972136223,0.5046439628482972,0.8142414860681115,0.5046439628482972,0.5232198142414861
0.7275541795665635,0.56656346749226,0.4736842105263157,0.6594427244582044,0.5046439628482972,0.7213622291021672,0.5046439628482972,0.5232198142414861
0.868421052631579,0.868421052631579,0.8157894736842105,0.7105263157894737,0.6842105263157895,0.8947368421052633,0.5,0.4842105263157895
0.4736842105263157,0.4736842105263157,0.4736842105263157,0.4736842105263157,0.5215311004784688,0.4736842105263157,0.5215311004784688,0.5035885167464115
0.5723684210526316,0.5394736842105263,0.4736842105263157,0.638157894736842,0.506578947368421,0.6710526315789473,0.506578947368421,0.5394736842105263
0.4736842105263157,0.5789473684210527,0.4736842105263157,0.6491228070175439,0.5087719298245614,0.5087719298245614,0.5087719298245614,0.5105263157894737
0.5844875346260388,0.5013850415512465,0.6121883656509695,0.7229916897506925,0.6398891966759003,0.9168975069252076,0.5290858725761772,0.4958448753462603
0.7076023391812866,0.5321637426900585,0.4736842105263157,0.6198830409356725,0.5029239766081871,0.8538011695906433,0.5029239766081871,0.5087719298245614
0.5708502024291497,0.4736842105263157,0.4736842105263157,0.4736842105263157,0.5141700404858299,0.4736842105263157,0.5141700404858299,0.5303643724696356
0.4736842105263157,0.5215311004784688,0.4736842105263157,0.5215311004784688,0.5215311004784688,0.4736842105263157,0.5215311004784688,0.5215311004784688
