ID,ERGO_Prob,ERGO2_Prob,NetTCR_Prob,NetTCR22_Prob,TITAN_Prob,EPACT_Prob,PanPep_Prob,SCEPTR_Prob
fp_673,0.08513552695512772,0.0449140891432762,0.007250786,0.7012836,0.008434189483523369,0.7501534,0.78707325,0.0
fp_674,0.09066210687160492,0.0003795982047449,0.009791195,0.3320377,0.031184935942292213,0.60103774,0.7663199,0.0
fp_675,0.133695587515831,0.0007732799276709,0.0072795153,0.65220124,0.0270619448274374,0.7560753,0.8000079,0.0
fp_676,0.07799592614173889,0.0004363607731647,0.010517776,0.34060097,0.018664134666323662,0.57236737,0.8044115,0.0
fp_677,0.11632879078388214,0.0462670661509037,0.0071379244,0.66357815,0.01160914171487093,0.76073366,0.81338704,0.0
fp_678,0.20334544777870178,0.0014869932783767,0.006935835,0.5739871,0.02874750643968582,0.6665808,0.8213256,0.0
fp_679,0.10029415786266327,0.0118744354695081,0.007837385,0.35391682,0.013686850666999817,0.7717889,0.81718534,0.0
fp_680,0.1318344920873642,0.0005232520052231,0.0067190826,0.563128,0.018188130110502243,0.3606099,0.7655678,0.0
fp_681,0.08005265891551971,0.0230743661522865,0.0074103177,0.56333417,0.012049701996147633,0.7594086,0.803213,0.0
fp_682,0.20848414301872253,0.000549859018065,0.007399261,0.29044497,0.0158398374915123,0.6065202,0.839025,0.0
fp_683,0.09369948506355286,0.0152084194123744,0.0071200132,0.47513932,0.018415464088320732,0.6416509,0.81184036,0.0
fp_684,0.09300127625465393,0.0168439671397209,0.008207381,0.5076667,0.012869217433035374,0.6267447,0.76694834,0.0
fp_685,0.13165095448493958,0.0655657202005386,0.007198155,0.5991255,0.014858727343380451,0.71354103,0.8074899,0.0
fp_686,0.09740912914276123,0.0005717166350223,0.006882757,0.2806498,0.025624848902225494,0.52438545,0.84266233,0.0
fp_687,0.08010397851467133,0.0872678160667419,0.0072004795,0.66146535,0.011149532161653042,0.7420742,0.8040839,0.0
fp_688,0.07451508939266205,0.0023246814962476,0.7565964,0.65983564,0.010218589566648006,0.81666505,0.76038086,0.2
fp_689,0.026504121720790863,0.0004340044979471,0.7571749,0.11180911,0.017954090610146523,0.48776755,0.7837311,0.0
fp_690,0.0381673239171505,0.1064315736293792,0.7238632,0.16223931,0.0020751741249114275,0.7063481,0.72507334,0.2
fp_691,0.07260815799236298,0.0002650889800861,0.7559376,0.39870527,0.008821705356240273,0.59304035,0.7388092,0.2
fp_692,0.03496479615569115,0.1035533249378204,0.7450954,0.2874646,0.000542879686690867,0.5833139,0.71412563,0.2
fp_693,0.07637952268123627,0.0109864249825477,0.7781937,0.11149297,0.020381702110171318,0.020668693,0.7788898,0.0
fp_694,0.19738297164440155,0.0505487248301506,0.76770926,0.12288141,0.0026491296011954546,0.8190951,0.7140416,0.2
fp_695,0.0818786472082138,0.0001537993521196,0.7032051,0.090813816,0.0475328229367733,0.64597756,0.78771555,0.2
fp_696,0.027069373056292534,0.0297804586589336,0.7647173,0.12514344,0.0036340176593512297,0.66707164,0.6576946,0.2
fp_697,0.041557636111974716,0.0018600967014208,0.74420875,0.3988226,0.015448917634785175,0.6298251,0.7386631,0.0
fp_698,0.020874930545687675,0.0259439833462238,0.8058411,0.15239364,0.0019305676687508821,0.666177,0.74270636,0.2
fp_699,0.05198328197002411,0.0002616003039292,0.7585858,0.26184353,0.019042659550905228,0.6228926,0.72490615,0.2
fp_700,0.1262996792793274,0.0332510881125927,0.7434186,0.15445709,0.0033147060312330723,0.76138294,0.70988274,0.0
fp_701,0.04240606725215912,0.000899844628293,0.7429147,0.34960973,0.017831476405262947,0.5769116,0.7950351,0.0
fp_702,0.05881448835134506,0.1130969375371933,0.7508215,0.14712316,0.0019504738738760352,0.8204123,0.666309,0.2
fp_703,0.04517241194844246,0.0078248940408229,0.72640175,0.094800554,0.02479005977511406,0.45034626,0.7618702,0.0
fp_704,0.16151605546474457,0.0447327680885791,0.7157113,0.14134264,0.0016868741950020194,0.74208736,0.7166529,0.0
fp_705,0.08809418976306915,0.0082176020368933,0.7544608,0.107686564,0.02177036926150322,0.7362446,0.79055893,0.0
fp_706,0.0308772511780262,0.0197719261050224,0.78146505,0.16898629,0.0016673472709953785,0.7222952,0.72921944,0.2
fp_707,0.08137814700603485,0.0016552740707993,0.7474345,0.17469148,0.02013285644352436,0.6423962,0.79749185,0.0
fp_708,0.05865418538451195,0.022309310734272,0.7105171,0.11799338,0.0031190654262900352,0.7000848,0.7501005,0.0
fp_709,0.11740536987781525,0.0529598593711853,0.75263524,0.43114048,0.005932531785219908,0.7397456,0.7144284,0.2
fp_710,0.04290572926402092,0.0366125926375389,0.68885523,0.22303481,0.0032761807087808847,0.759581,0.7112023,0.0
fp_711,0.12306219339370728,0.0249443370848894,0.7595185,0.40733972,0.0038203548174351454,0.7249436,0.7653168,0.2
fp_712,0.044180404394865036,0.0925808101892471,0.7528112,0.18837751,0.0012430482311174273,0.7834231,0.71683013,0.2
fp_713,0.06332431733608246,0.0856817960739135,0.78298354,0.18561967,0.010890373960137367,0.687037,0.7395135,0.2
fp_714,0.049597181379795074,0.0006530426908284,0.71948075,0.16241404,0.0026532388292253017,0.7834635,0.8084563,0.2
fp_715,0.11870477348566055,0.0567045137286186,0.7990178,0.21503262,0.018961912021040916,0.51798785,0.6476073,0.2
fp_716,0.0692400336265564,0.0328065380454063,0.7004049,0.38074,0.01407514326274395,0.75241077,0.75401753,0.2
fp_717,0.07308565080165863,0.0654990896582603,0.73941296,0.20342131,0.007208883762359619,0.37546247,0.6542205,0.2
fp_718,0.028660167008638382,0.0011333973379805,0.7258967,0.2513352,0.001282723736949265,0.35758635,0.66840214,0.2
fp_719,0.07671064883470535,0.0741760432720184,0.7666498,0.3628499,0.015970591455698013,0.5478873,0.69387555,0.2
fp_720,0.030294792726635933,0.0331509262323379,0.74552083,0.11311392,0.0024932778906077147,0.6822691,0.65344256,0.2
fp_721,0.1384737193584442,0.0717823728919029,0.7582164,0.2979524,0.009652993641793728,0.77728593,0.65727943,0.2
fp_722,0.02674635872244835,0.0104984994977712,0.71907544,0.12103734,0.0027338096406310797,0.7611589,0.73352754,0.0
fp_723,0.06560597568750381,0.0003536268195603,0.7586273,0.19579375,0.008123774081468582,0.72528255,0.77516913,0.0
fp_724,0.026396360248327255,0.0868487730622291,0.7276577,0.2353498,0.01970553584396839,0.719878,0.7230911,0.2
fp_725,0.11326559633016586,0.0015873082447797,0.7971667,0.31134635,0.004210734739899635,0.32366356,0.65700155,0.2
fp_726,0.06109628453850746,0.1086611747741699,0.7138195,0.113250874,0.003117246786132455,0.77398723,0.71782184,0.2
fp_727,0.10849316418170929,0.0053453193977475,0.66682655,0.2854718,0.011199643835425377,0.49921387,0.75875765,0.0
fp_728,0.022735629230737686,0.101397156715393,0.7677533,0.1404375,0.008279127068817616,0.7142556,0.8105931,0.2
fp_729,0.074580617249012,0.0826797261834144,0.72793245,0.37143242,0.010171222500503063,0.58504426,0.66165304,0.0
fp_730,0.05243287980556488,0.0028933668509125,0.76463413,0.23823893,0.0036672104615718126,0.6657885,0.79363817,0.2
fp_731,0.07300960272550583,0.0005168481147848,0.7648798,0.37123436,0.002914721379056573,0.6966241,0.7436659,0.2
fp_732,0.03988607972860336,0.0028817276470363,0.86759627,0.12860776,0.009811962023377419,0.567571,0.76461375,0.2
fp_733,0.14200511574745178,0.0021006003953516,0.72957605,0.3418922,0.006806757766753435,0.40469173,0.7166053,0.2
fp_734,0.03325340896844864,0.0016485614469274,0.81425583,0.11691074,0.014696719124913216,0.4417756,0.6270027,0.2
fp_735,0.10015038400888443,0.0908794552087783,0.7561872,0.31840748,0.01880751922726631,0.11259093,0.721235,0.2
fp_736,0.02252897433936596,0.0020920059178024,0.84425485,0.11205921,0.008504155091941357,0.575169,0.75446045,0.2
fp_737,0.0898754671216011,0.000799803470727,0.7580285,0.40372318,0.0034913038834929466,0.5221616,0.64578044,0.2
fp_738,0.02065274491906166,0.0017160075949504,0.781454,0.13921215,0.01430953573435545,0.46080142,0.8587635,0.2
fp_739,0.06777562946081161,0.0362230278551578,0.75378364,0.27822238,0.009479040279984474,0.71560806,0.62930185,0.2
fp_740,0.04466603696346283,0.1138228550553321,0.80397856,0.17838427,0.009498655796051025,0.6978784,0.6897181,0.2
fp_741,0.0959603562951088,0.0294654201716184,0.7633648,0.22711346,0.008891758508980274,0.3841954,0.65642035,0.2
fp_742,0.11014977097511292,0.0011558941332623,0.7740001,0.09539838,0.0077013554982841015,0.56736565,0.74105334,0.2
fp_743,0.07597283273935318,0.0032972313929349,0.7657207,0.3849544,0.009209748357534409,0.118922286,0.7696933,0.2
fp_744,0.04611394926905632,0.0038399456534534,0.8646686,0.17507192,0.004828924313187599,0.096355334,0.7805499,0.2
fp_745,0.17165076732635498,0.0020512745250016,0.6847855,0.3044508,0.009053115732967854,0.7728067,0.67237973,0.2
fp_746,0.04180280864238739,0.0013442628551274,0.73308617,0.36928442,0.013127793557941914,0.69869643,0.7896238,0.2
fp_747,0.060894738882780075,0.1475694477558136,0.72351766,0.35056865,0.0012228708947077394,0.45427245,0.7357289,0.2
fp_748,0.024479221552610397,0.0013040121411904,0.7687745,0.14035715,0.0029054624028503895,0.6940842,0.8116826,0.2
fp_749,0.06394605338573456,0.166683554649353,0.7018223,0.38860664,0.0008991306531243026,0.34176835,0.6752935,0.2
fp_750,0.035308655351400375,0.0108081148937344,0.752511,0.39584416,0.009418384172022343,0.72525156,0.8517097,0.2
fp_751,0.04885760322213173,0.1304157674312591,0.7343961,0.16708794,0.0012341305846348405,0.449136,0.7082037,0.0
fp_752,0.10621706396341324,0.0011328662512823,0.7779435,0.1711933,0.019897546619176865,0.5253973,0.836037,0.2
fp_753,0.05531858652830124,0.1223941594362258,0.76571286,0.21015096,0.0024277949705719948,0.43838122,0.71100175,0.2
fp_754,0.021013732999563217,0.005199066363275,0.73510206,0.1793613,0.005784876644611359,0.22709316,0.6997856,0.2
fp_755,0.03915732353925705,0.1220268234610557,0.74954975,0.2005897,0.0013684583827853203,0.30337277,0.77732813,0.0
fp_756,0.07038564234972,0.0044442131184041,0.79368806,0.09625028,0.01088433526456356,0.5811432,0.6612394,0.2
fp_757,0.03872460499405861,0.0340638644993305,0.7121467,0.3023604,0.002631248440593481,0.35370082,0.68554634,0.0
fp_758,0.044740770012140274,0.0021706488914787,0.73725814,0.14588365,0.009260077960789204,0.60516125,0.7789055,0.2
fp_759,0.07350972294807434,0.1582471579313278,0.69888806,0.20270233,0.0014865777920931578,0.13493958,0.7099792,0.0
fp_760,0.030556418001651764,0.0022441893815994,0.7711705,0.18153134,0.013953892514109612,0.61508304,0.8424547,0.2
fp_761,0.09110032021999359,0.1363531649112701,0.7350554,0.20765033,0.00112744455691427,0.4946546,0.73224294,0.0
fp_762,0.03834839165210724,0.0075110215693712,0.7878314,0.26179093,0.012097257189452648,0.61484915,0.7741999,0.2
fp_763,0.06517376750707626,0.1253707557916641,0.7284168,0.31270152,0.0007124982657842338,0.31980136,0.7141255,0.0
fp_764,0.03887145221233368,0.0026673730462789,0.7196074,0.3299963,0.008895033039152622,0.6828944,0.7498859,0.2
fp_765,0.061212729662656784,0.1318183541297912,0.7556829,0.35080868,0.0013024781364947557,0.6371182,0.7693542,0.0
fp_766,0.061459731310606,0.0017371493158861,0.5626801,0.3119833,0.01068627368658781,0.6272653,0.7636517,0.2
fp_767,0.04215545952320099,0.0018328862497583,0.7459741,0.42249116,0.0014883101684972644,0.7083877,0.74814004,0.0
fp_768,0.05149533972144127,0.0012850851053372,0.74018717,0.43994784,0.0050056553445756435,0.3804622,0.78654337,0.2
fp_769,0.07027383893728256,0.1366192400455474,0.70600235,0.33041736,0.0004898339975625277,0.58771396,0.68370295,0.2
fp_770,0.11675314605236053,0.0005937834503129,0.7605922,0.22547479,0.009287416934967041,0.14413667,0.82297707,0.2
fp_771,0.06747633963823318,0.1534146964550018,0.7407217,0.3491671,0.0013544983230531216,0.49469736,0.7663584,0.0
fp_772,0.07852689176797867,0.0006361663690768,0.7679421,0.2218605,0.01578088104724884,0.6257319,0.7061442,0.2
fp_773,0.05390014871954918,0.1348347067832946,0.7438924,0.39734155,0.0014210200170055032,0.19170004,0.71037793,0.0
fp_774,0.027299966663122177,0.0003753390919882,0.70734495,0.1711944,0.011654851026833057,0.23341723,0.8004252,0.2
fp_775,0.05010640248656273,0.1077164709568023,0.7072808,0.21094875,0.0018121438333764672,0.20128803,0.71846896,0.2
fp_776,0.07652892917394638,0.0002492943021934,0.7396756,0.40271544,0.015803297981619835,0.5587193,0.8062679,0.0
fp_777,0.0510922372341156,0.1412674784660339,0.7299298,0.31122547,0.001509072259068489,0.2643976,0.73897034,0.0
fp_778,0.2367558479309082,0.0011162183945998,0.7191555,0.18017897,0.008807902224361897,0.75810707,0.81674314,0.0
fp_779,0.050292883068323135,0.166640967130661,0.748892,0.2309877,0.009900582954287529,0.35628322,0.7456608,0.0
fp_780,0.022038398310542107,0.0001998639927478,0.7546352,0.359763,0.0055222525261342525,0.17189923,0.7837865,0.2
fp_781,0.06445648521184921,0.1472961157560348,0.72973007,0.44343758,0.0045433975756168365,0.32370284,0.7488886,0.0
fp_782,0.06935866177082062,0.0011264516506344,0.54972315,0.20401385,0.009237135760486126,0.19966532,0.7876499,0.0
fp_783,0.06539876013994217,0.1564491987228393,0.755528,0.36001995,0.0013495859457179904,0.4994036,0.7534299,0.0
fp_784,0.04310823231935501,0.0003473297401797,0.5666523,0.21475358,0.007167849689722061,0.69256055,0.75558376,0.0
fp_785,0.07974732667207718,0.0002388792199781,0.7305155,0.18874018,0.008476669900119305,0.7349716,0.7668966,0.2
fp_786,0.0838506743311882,0.0004606934962794,0.7437296,0.4335491,0.003379063680768013,0.56632245,0.7933787,0.2
fp_787,0.07621193677186966,0.0002050207840511,0.7784754,0.28907484,0.0036972523666918278,0.6719533,0.66404915,0.2
fp_788,0.06859172880649567,0.0004359932499937,0.5715826,0.18923035,0.009475105442106724,0.30694157,0.7830415,0.2
fp_789,0.10984206944704056,0.0002228869852842,0.7775527,0.16130546,0.009607696905732155,0.6554253,0.74033624,0.2
fp_790,0.04786957427859306,0.0013056353200227,0.62126905,0.18610616,0.024370688945055008,0.27895033,0.7996453,0.2
fp_791,0.07181291282176971,0.0002061005361611,0.76706254,0.20679745,0.014421362429857254,0.594363,0.7325905,0.2
fp_792,0.024349281564354897,0.0002340130740776,0.6458825,0.4109536,0.007646406069397926,0.12444074,0.8542229,0.2
fp_793,0.06792929023504257,0.0001911786675918,0.7957533,0.19840018,0.008527519181370735,0.54837656,0.75463724,0.2
fp_794,0.04504714161157608,0.0004972520982846,0.6450343,0.20697777,0.01394598837941885,0.5072752,0.78833544,0.2
fp_795,0.05949440971016884,0.000385622610338,0.7488946,0.23360899,0.013524537906050682,0.56103843,0.78864,0.2
fp_796,0.024544592946767807,0.0004467769758775,0.61476016,0.31380466,0.010409129783511162,0.26950848,0.813645,0.0
fp_797,0.09362231194972992,0.0002366106782574,0.7335851,0.23713963,0.008920236490666866,0.62832063,0.76077473,0.2
fp_798,0.03596508130431175,0.0004908976261503,0.66164625,0.17502482,0.01858571171760559,0.015348115,0.81685925,0.2
fp_799,0.13615339994430542,0.0001562599936733,0.7180768,0.19467369,0.007591759320348501,0.6654527,0.7253032,0.2
fp_800,0.056192830204963684,0.0004163414414506,0.6663557,0.24181494,0.0123376976698637,0.036925316,0.8238925,0.2
fp_801,0.080619677901268,0.0001864425139501,0.8284419,0.2178278,0.004463012330234051,0.71187085,0.7447825,0.2
fp_802,0.1072927936911583,0.0017180279828608,0.565053,0.19629054,0.009132853709161282,0.5565141,0.7837119,0.2
fp_803,0.07771296054124832,0.0001532289170427,0.7563839,0.438265,0.00962298084050417,0.758415,0.75832355,0.2
fp_804,0.07338277995586395,0.0028835667762905,0.7552871,0.27753717,0.00924175325781107,0.49663076,0.8475127,0.2
fp_805,0.09776517003774643,0.000112283443741,0.7568462,0.23276863,0.0031715354416519403,0.6967647,0.70505077,0.2
fp_806,0.10941503196954727,0.0011317552998661,0.7686614,0.27945414,0.0033838057424873114,0.37257925,0.8289455,0.2
fp_807,0.0911070927977562,0.0001449904812034,0.74970293,0.41664782,0.006634456105530262,0.74925727,0.75003916,0.2
fp_808,0.08358270674943924,0.0007079350762069,0.84516025,0.20624848,0.0116051584482193,0.22211716,0.82193345,0.2
fp_809,0.1352788507938385,0.0005801984225399,0.7594483,0.36214432,0.020122384652495384,0.73055786,0.7767832,0.2
fp_810,0.0664023756980896,0.001161238993518,0.82086515,0.16762084,0.017220618203282356,0.611154,0.7325762,0.2
fp_811,0.09848185628652573,0.0001548080908833,0.74423385,0.32218778,0.005534776020795107,0.7611935,0.7432778,0.2
fp_812,0.03383346647024155,0.0012082527391612,0.7755016,0.14228165,0.011877994053065777,0.22848654,0.7672075,0.2
fp_813,0.0771665945649147,0.0003285560524091,0.73607695,0.14784081,0.010682801716029644,0.64898676,0.73785937,0.2
fp_814,0.09289015829563141,0.0003243804967496,0.7823457,0.18819346,0.01636900007724762,0.32883522,0.82740444,0.0
fp_815,0.05387762933969498,0.0001373931445414,0.74953806,0.1635886,0.00955312978476286,0.6398432,0.7446158,0.2
fp_816,0.08723308891057968,0.00285335467197,0.7808807,0.15274711,0.011193430982530117,0.6026724,0.7846373,0.2
fp_817,0.0839569941163063,0.000297391146887,0.73843926,0.23741989,0.01351696252822876,0.67024356,0.76889294,0.2
fp_818,0.2417965829372406,0.0015017871046438,0.8023082,0.19587152,0.008603016845881939,0.34107438,0.79513055,0.0
fp_819,0.11524492502212524,0.0001647638418944,0.76279765,0.29250908,0.011485074646770954,0.6555291,0.7464692,0.2
fp_820,0.07702203840017319,0.0003626557299867,0.83919144,0.15421575,0.006041065324097872,0.25482193,0.7999364,0.2
fp_821,0.08843567967414856,0.0002353417366975,0.75605595,0.39688393,0.008224696852266788,0.78934956,0.74616754,0.2
fp_822,0.15731748938560486,0.0013616890646517,0.6960018,0.14502712,0.015414555557072163,0.17443345,0.79850686,0.0
fp_823,0.051718570291996,0.005700942594558,0.7629955,0.39877504,0.010538658127188683,0.80480653,0.7702724,0.2
fp_824,0.07637094706296921,0.0001228411565534,0.73295957,0.19251406,0.013699924573302269,0.37188068,0.81837094,0.0
fp_825,0.07193835079669952,0.0099257947877049,0.7544522,0.3472343,0.003567309118807316,0.7777198,0.67126036,0.2
fp_826,0.11483094096183777,0.0072296280413866,0.7723682,0.24524844,0.005832764785736799,0.15993495,0.84009176,0.2
fp_827,0.050404712557792664,0.006876241415739,0.8408011,0.22303085,0.010722353123128414,0.7320567,0.7604984,0.2
fp_828,0.09681785851716995,0.0008214946719817,0.7643441,0.13011914,0.015568014234304428,0.078847386,0.8096446,0.2
fp_829,0.0471879281103611,0.0050216168165206,0.8014506,0.24205434,0.013705975376069546,0.65287775,0.65779793,0.2
fp_830,0.1633981317281723,0.0006839187117293,0.77171266,0.10671983,0.02681872807443142,0.014080577,0.78856766,0.2
fp_831,0.05729296803474426,0.0056460029445588,0.8264647,0.18841664,0.008615897968411446,0.6677217,0.7647481,0.2
fp_832,0.0656820759177208,0.0009270042064599,0.780794,0.22761445,0.014317696914076805,0.41141278,0.73453116,0.2
fp_833,0.04806673899292946,0.002048784866929,0.7739393,0.31661838,0.013065562583506107,0.778478,0.7629708,0.2
fp_834,0.0628398209810257,0.0014611489605158,0.75864005,0.26074934,0.012666972354054451,0.32589915,0.825701,0.0
fp_835,0.07043783366680145,0.009556989185512,0.76787406,0.30662975,0.009645368903875351,0.7882042,0.7326209,0.2
fp_836,0.06255483627319336,0.0006545287906192,0.77118206,0.1207885,0.01546427235007286,0.07801453,0.7730572,0.2
fp_837,0.06351485848426819,0.0089156627655029,0.7585967,0.24636033,0.008015681989490986,0.7998036,0.7492766,0.2
fp_838,0.1062958762049675,0.0008097058162093,0.777022,0.104260996,0.01258791796863079,0.1618764,0.81513476,0.2
fp_839,0.0729595422744751,0.0061211884021759,0.82922304,0.2864161,0.0057136197574436665,0.67438483,0.69767034,0.2
fp_840,0.08923888206481934,0.0007227358291856,0.68735015,0.17016216,0.014970426447689533,0.3781064,0.77326417,0.2
fp_841,0.07086026668548584,0.0041428823024034,0.7575217,0.44075578,0.01008234079927206,0.7259082,0.74216855,0.2
fp_842,0.06447633355855942,0.000228816687013,0.7676153,0.33843046,0.016285479068756104,0.6414711,0.7943814,0.2
fp_843,0.04325893521308899,0.0355041660368442,0.7695916,0.31624138,0.003278236836194992,0.7182825,0.6932777,0.2
fp_844,0.07743324339389801,0.0007237448589876,0.79646593,0.23297766,0.017938174307346344,0.68434733,0.76420176,0.0
fp_845,0.06471044570207596,0.0138907674700021,0.75868094,0.45023283,0.006942395120859146,0.75345755,0.684801,0.2
fp_846,0.03403390198945999,0.0001953967148438,0.81587875,0.2409908,0.026429204270243645,0.6858121,0.73165673,0.2
fp_847,0.07964763790369034,0.0004109770234208,0.7573012,0.42470318,0.025302482768893242,0.78777754,0.7476346,0.2
fp_848,0.029607657343149185,0.0002268436510348,0.8050288,0.17926224,0.01626223511993885,0.15859891,0.76512396,0.0
fp_849,0.06595832854509354,0.0127557283267378,0.755767,0.41862637,0.009727593511343002,0.8026129,0.7567979,0.2
fp_850,0.03843703120946884,0.0006379319820553,0.7518382,0.35575128,0.024301748722791672,0.72521496,0.77750474,0.0
fp_851,0.050454281270504,0.0043519539758563,0.773502,0.22884853,0.011443437077105045,0.795884,0.745178,0.2
fp_852,0.07960829883813858,0.0002780118666123,0.7431028,0.34042203,0.015088718384504318,0.24578245,0.7256303,0.0
fp_853,0.04370476305484772,0.00803027395159,0.7629069,0.35591364,0.010401484556496143,0.7540891,0.7615576,0.2
fp_854,0.13103754818439484,0.000309066788759,0.7663613,0.1981238,0.013838122598826885,0.6742735,0.7914121,0.0
fp_855,0.06351500004529953,0.0061972239054739,0.7545835,0.2776507,0.01740524359047413,0.6563494,0.76149666,0.2
fp_856,0.03956400230526924,0.004856638610363,0.77983946,0.31795746,0.011140488088130951,0.65541154,0.7281879,0.0
fp_857,0.07576999068260193,0.0173855666071176,0.7545656,0.4155426,0.013773207552731037,0.74297,0.7658912,0.2
fp_858,0.057607501745224,0.0003094294224865,0.7453563,0.12491826,0.02140079066157341,0.4293541,0.79301584,0.0
fp_859,0.059589993208646774,0.02126295119524,0.75757,0.42343006,0.010141219012439251,0.74235964,0.76107776,0.2
fp_860,0.0007752994424663484,0.0359526686370372,0.44847894,0.73749554,0.017062222585082054,0.008795947,0.517521,0.5
fp_861,8.979948324849829e-05,0.0126011706888675,0.44904077,0.47876114,0.03864218294620514,0.02462109,0.61318016,0.5
fp_862,0.0004689248453360051,0.3869962692260742,0.40135324,0.5142747,0.005780029576271772,0.012710885,0.51647997,0.5
fp_863,0.006541039794683456,0.008926523849368,0.44650006,0.76076514,0.017131952568888664,0.0122605935,0.5277934,0.5
fp_864,0.00017970215412788093,0.3825299441814422,0.4314397,0.7062211,0.0007373989792540669,0.016121348,0.6156989,0.5
fp_865,0.002902059117332101,0.1072428449988365,0.4818242,0.43514013,0.04909146577119827,0.5193171,0.5549445,0.5
fp_866,0.005477565340697765,0.2976183295249939,0.46366185,0.34244683,0.007048467174172401,0.010540065,0.5239483,0.5
fp_867,0.0019510076381266117,0.0052985060028731,0.38332665,0.21401577,0.08699925988912582,0.020209547,0.6067515,0.5
fp_868,0.00039395643398165703,0.2453589290380478,0.45675242,0.3688078,0.012138310819864273,0.012301435,0.515764,0.5
fp_869,0.0001337209832854569,0.0314248539507389,0.42954665,0.69174254,0.030964320525527,0.018440485,0.48240834,0.5
fp_870,8.804982644505799e-05,0.227352499961853,0.5147943,0.46895236,0.005784580484032631,0.0038529085,0.51166946,0.5
fp_871,0.00133904826361686,0.0083472086116671,0.44931677,0.6042322,0.06681804358959198,0.021253105,0.4978072,0.5
fp_872,0.0018606102094054222,0.2703425288200378,0.4294641,0.5412653,0.011116293258965015,0.011884516,0.46686417,0.5
fp_873,0.0006187655963003635,0.0191377662122249,0.42839745,0.6253909,0.055563926696777344,0.025069896,0.5416775,0.5
fp_874,0.000365398358553648,0.3993576467037201,0.441963,0.5071915,0.00459769181907177,0.007680855,0.5114855,0.5
fp_875,0.00029055727645754814,0.0867716372013092,0.4084976,0.19552848,0.03926375135779381,0.053683385,0.60378575,0.5
fp_876,0.016766244545578957,0.2860110998153686,0.3923911,0.37590337,0.0035517090000212193,0.008978022,0.5287663,0.5
fp_877,0.002280155662447214,0.0864178836345672,0.44682366,0.3388675,0.024052400141954422,0.012790579,0.5784118,0.5
fp_878,9.133586718235165e-05,0.1975963711738586,0.48540556,0.6117388,0.0024978136643767357,0.01229236,0.61226916,0.5
fp_879,0.004502609837800264,0.0291548855602741,0.43749925,0.47228217,0.04171640798449516,0.01853675,0.6082308,0.5
fp_880,0.0038441247306764126,0.1832198053598404,0.38378695,0.4353791,0.007970809005200863,0.014833168,0.51690495,0.5
fp_881,0.015029536560177803,0.3234738111495971,0.44308168,0.79917395,0.009149442426860332,0.008976784,0.6131754,0.5
fp_882,0.00023489112209063023,0.2830556035041809,0.35976452,0.6858157,0.005392339080572128,0.013270029,0.5090499,0.5
fp_883,0.00602007657289505,0.1953013837337494,0.4527128,0.8005034,0.004454181995242834,0.009699386,0.6223703,0.5
fp_884,0.001740841194987297,0.3454375267028808,0.44406274,0.520013,0.0016452567651867867,0.007600336,0.6331681,0.5
fp_885,0.0021107883658260107,0.414036750793457,0.48525494,0.5224431,0.015348916873335838,0.01057429,0.52455413,0.5
fp_886,0.00023967659217305481,0.0161634162068367,0.39633706,0.634527,0.006583802402019501,0.012915166,0.52982396,0.5
fp_887,0.0031788961496204138,0.3296419382095337,0.5093818,0.57590353,0.03199002146720886,0.011344234,0.5699884,0.5
fp_888,0.006737751420587301,0.2591064870357513,0.37466308,0.7936086,0.022006461396813393,0.011028253,0.49258617,0.5
fp_889,0.00014190275396686047,0.3561865091323852,0.43104324,0.600363,0.011037003248929977,0.0106216995,0.56763196,0.5
fp_890,6.427080370485783e-05,0.0242352504283189,0.4054463,0.61265355,0.002449041698127985,0.027968926,0.5225755,0.5
fp_891,0.00016387435607612133,0.3830978274345398,0.4619782,0.78154176,0.027207622304558754,0.014179956,0.54986316,0.5
fp_892,0.0007799983723089099,0.2711560428142547,0.4299159,0.4179237,0.00942634604871273,0.010083421,0.52447116,0.5
fp_893,0.012486041523516178,0.3820578157901764,0.45084873,0.6808808,0.013034033589065075,0.011204499,0.57926154,0.5
fp_894,0.0002556256949901581,0.1041616722941398,0.39481258,0.4890042,0.007511320523917675,0.0100528,0.5170121,0.5
fp_895,0.003291729371994734,0.0102254590019583,0.4514297,0.49503392,0.011616919189691544,0.011121945,0.51559854,0.5
fp_896,5.491796400747262e-05,0.350502073764801,0.40849403,0.51368815,0.03350565955042839,0.015264633,0.4498998,0.5
fp_897,0.0019387179054319859,0.0260261483490467,0.50816274,0.7279938,0.0037333073560148478,0.04147629,0.6020447,0.5
fp_898,0.0008287334931083024,0.3852843344211578,0.38763118,0.4151867,0.006101065780967474,0.010314486,0.51857483,0.5
fp_899,0.01430442649871111,0.0662006735801696,0.34317285,0.6058654,0.01682661846280098,0.014270694,0.57852244,0.5
fp_900,0.00014635158004239202,0.3979014158248901,0.46556693,0.48530784,0.019847966730594635,0.007859012,0.65518284,0.5
fp_901,0.00022025199723429978,0.4058246314525604,0.4114443,0.70992434,0.011899396777153015,0.01502658,0.5708762,0.5
fp_902,0.0006471252418123186,0.048619944602251,0.46185863,0.66074955,0.0058974334970116615,0.006089487,0.67752856,0.5
fp_903,0.0033935580868273973,0.0136014111340045,0.4598736,0.7524959,0.003080252092331648,0.009216125,0.6252922,0.5
