ID,ERGO_Prob,ERGO2_Prob,NetTCR_Prob,NetTCR22_Prob,TITAN_Prob,EPACT_Prob,PanPep_Prob,SCEPTR_Prob
fp_71,0.1295795887708664,0.4300515949726105,0.0053789914,0.3574361,0.0018396088853478432,0.3009673,0.742243,0.0
fp_72,0.10340212285518646,0.008926473557949,0.008156985,0.27149433,0.01534199994057417,0.74546915,0.87860173,0.0
fp_73,0.16374027729034424,0.3955392837524414,0.006342411,0.34700882,0.0013493557926267385,0.6234628,0.76809084,0.0
fp_74,0.08500112593173981,0.017250308766961,0.008966923,0.4194735,0.013306853361427784,0.73650306,0.8653991,0.0
fp_75,0.11742222309112549,0.3849425017833709,0.0063234866,0.5421673,0.0008616101113148034,0.54085946,0.7528683,0.0
fp_76,0.1272680163383484,0.0062135853804647,0.005852878,0.5739205,0.009850810281932354,0.7542501,0.8106297,0.0
fp_77,0.11898524314165115,0.3905908763408661,0.0071184635,0.62639743,0.0015998855233192444,0.73878306,0.81054354,0.0
fp_78,0.12006253749132156,0.0052426625043153,0.0030314028,0.5091036,0.011787687428295612,0.73141825,0.78522265,0.0
fp_79,0.09187383949756622,0.0046077347360551,0.0067376494,0.73159915,0.0018749063601717353,0.77271545,0.78166765,0.0
fp_80,0.09864287823438644,0.0033667422831058,0.006465316,0.6926095,0.005385083146393299,0.52102613,0.8336309,0.0
fp_81,0.1538681983947754,0.3911693096160888,0.005553484,0.49874178,0.0006054062978364527,0.7217084,0.7251922,0.0
fp_82,0.1166449561715126,0.0015849824994802,0.007110685,0.31468087,0.010344336740672588,0.20558085,0.8579486,0.0
fp_83,0.12775656580924988,0.4192584753036499,0.0065580606,0.6401397,0.0016326522454619408,0.6821829,0.80671763,0.0
fp_84,0.16409629583358765,0.0018451088108122,0.007406771,0.29617625,0.018062695860862732,0.6823852,0.8002416,0.0
fp_85,0.11410399526357651,0.3994695842266083,0.006698251,0.68146664,0.0017273123376071453,0.27905834,0.74123275,0.0
