epitope_group,ERGO,EPACT,PanPep,TITAN,NetTCR,NetTCR2.2,ERGO2,SCEPTR
R-5,0.5480537477286085,0.5008869884988056,0.4882696445036369,0.5098377538970877,0.540761030739948,0.503583002172987,0.5077887835047099,0.5105726872246696
non-R-5,0.5210074738677352,0.5264694246884746,0.5339537632250982,0.4985133365646861,0.5196034345751958,0.5006704162219769,0.4936501252117481,0.505487936105598
